Date,Open,High,Low,Close,Adj Close,Volume
1999-11-10,65.0,70.3125,64.5,68.25,35.01860046386719,80793700
1999-11-11,68.75,76.9375,68.75,75.0,38.48197937011719,28309000
1999-11-12,76.0,76.625,69.25,70.5,36.17304992675781,14768100
1999-11-15,70.5,70.875,67.3125,69.0,35.403404235839844,8675100
1999-11-16,67.875,68.0,65.0,66.0,33.864131927490234,6978600
1999-11-17,65.5625,68.1875,65.125,67.6875,34.72996520996094,5806900
1999-11-18,67.9375,68.9375,66.125,66.3125,34.024471282958984,4718700
1999-11-19,66.3125,66.3125,64.25,65.0,33.35102844238281,5091100
1999-11-22,64.0625,64.25,61.0,63.125,32.38897705078125,4785400
1999-11-23,63.375,67.0,63.25,66.1875,33.960323333740234,2832200
1999-11-24,66.0,68.1875,65.9375,67.6875,34.88809585571289,2179400
1999-11-26,68.4375,69.4375,68.1875,69.125,35.62904357910156,1322500
1999-11-29,70.0,70.25,67.0,68.125,35.11362075805664,1987000
1999-11-30,67.375,67.625,66.0625,66.0625,34.05055236816406,1686100
1999-12-01,66.25,67.375,65.625,65.875,33.953895568847656,1405700
1999-12-02,66.0,67.0625,65.875,67.0625,34.56596374511719,1391000
1999-12-03,67.4375,67.6875,66.3125,66.4375,34.24382400512695,1753500
1999-12-06,66.5,66.5,65.375,66.25,34.14716720581055,1398900
1999-12-07,65.9375,68.0,65.875,68.0,35.04917526245117,1793100
1999-12-08,68.0,68.375,66.75,68.375,35.24247360229492,1774000
1999-12-09,68.375,68.75,66.625,67.5,34.791465759277344,1713600
1999-12-10,66.375,67.0,65.375,66.125,34.08274459838867,1248600
1999-12-13,66.375,66.9375,64.875,66.0,34.01831817626953,1417800
1999-12-14,66.0,66.0,64.75,65.0,33.50288772583008,1886600
1999-12-15,65.0,65.0625,63.6875,63.75,32.858604431152344,1602800
1999-12-16,63.75,64.0625,63.25,64.0,32.987449645996094,1364600
1999-12-17,64.75,67.625,64.6875,66.625,34.34047317504883,1980800
1999-12-20,67.6875,68.5,66.9375,68.5,35.30690383911133,1501300
1999-12-21,68.25,69.0,67.5,69.0,35.564598083496094,1265200
1999-12-22,68.9375,68.9375,66.0625,67.0,34.53373718261719,1264700
1999-12-23,66.5,67.875,65.625,67.75,34.92033767700195,1180600
1999-12-27,68.5,69.6875,67.5,69.6875,35.91896057128906,1478800
1999-12-28,69.5,69.6875,68.0625,69.0,35.564598083496094,1051400
1999-12-29,69.0,69.375,67.5625,68.0,35.04917526245117,904700
1999-12-30,69.25,69.5,68.0,68.0,35.04917526245117,926700
1999-12-31,68.875,69.5,68.375,69.0,35.564598083496094,649300
2000-01-03,69.6875,69.75,67.0,67.0625,34.56596374511719,1273200
2000-01-04,67.0,67.0,64.625,64.9375,33.47066879272461,1385800
2000-01-05,64.875,68.0,64.75,68.0,35.04917526245117,1401700
2000-01-06,65.875,68.125,65.0,68.0,35.04917526245117,1959100
2000-01-07,67.625,67.625,65.75,66.375,34.211605072021484,996000
2000-01-10,66.875,67.4375,66.4375,67.0625,34.56596374511719,1191700
2000-01-11,67.125,67.4375,65.25,65.25,33.63173294067383,1020000
2000-01-12,66.125,67.5,65.4375,67.375,34.7270393371582,1097700
2000-01-13,67.625,68.5,67.375,68.3125,35.21025085449219,1071200
2000-01-14,68.875,69.25,68.3125,69.0625,35.59681701660156,1160000
2000-01-18,69.0,69.0,67.375,68.6875,35.403533935546875,980500
2000-01-19,68.5,68.5625,67.4375,68.25,35.17804718017578,1087300
2000-01-20,68.125,69.125,68.125,68.875,35.50016784667969,1972000
2000-01-21,68.875,68.875,66.6875,67.25,34.662601470947266,1270100
2000-01-24,67.875,68.25,66.0,66.0,34.01831817626953,831400
2000-01-25,65.625,66.625,64.75,65.875,33.953895568847656,1263000
2000-01-26,65.25,65.625,64.5,65.125,33.567317962646484,933400
2000-01-27,65.3125,65.375,64.0,65.125,33.567317962646484,1128400
2000-01-28,65.125,65.875,64.0,64.9375,33.47066879272461,1324700
